168	sp|P55546|Y4LF_SINFN	42.553	141	80	1	1	141	1	140	1.17e-36	144
429	sp|Q06916|GUFA_MYXXA	43.802	242	136	0	71	312	13	254	2.32e-47	162
429	sp|Q3B4G1|ZUPT_CHLL3	34.016	244	148	6	72	304	17	258	6.79e-25	103
429	sp|Q8N1S5|S39AB_HUMAN	40.625	160	83	3	162	312	186	342	1.63e-23	101
429	sp|Q6P6S2|S39AB_RAT	40.000	160	84	3	162	312	179	335	2.02e-23	101
429	sp|Q2YDD4|S39AB_BOVIN	40.000	160	84	3	162	312	185	341	2.61e-23	101
429	sp|Q8NQK0|ZUPT_CORGL	35.968	253	144	7	67	306	10	257	1.82e-22	97.4
429	sp|Q8BWY7|S39AB_MOUSE	41.176	153	78	3	169	312	193	342	2.68e-22	98.6
429	sp|B3ECE6|ZUPT_CHLL2	34.000	250	146	10	71	306	16	260	5.33e-22	96.3
429	sp|Q28J44|S39AB_XENTR	39.623	159	84	3	163	312	181	336	1.08e-21	96.7
429	sp|A4SE48|ZUPT_CHLPM	35.484	248	139	9	72	304	17	258	1.57e-21	95.1
429	sp|C3PFG5|ZUPT_CORA7	31.579	247	160	5	67	306	15	259	3.56e-20	91.3
429	sp|B4SPV6|ZUPT_STRM5	32.540	252	156	6	59	300	9	256	2.49e-19	89.0
429	sp|B2FM90|ZUPT_STRMK	32.540	252	156	6	59	300	9	256	1.12e-18	87.0
429	sp|Q8FTK0|ZUPT_COREF	33.186	226	132	6	95	306	42	262	1.29e-18	87.0
429	sp|Q8ENQ1|ZUPT_OCEIH	29.317	249	161	6	71	306	16	262	1.50e-18	86.7
429	sp|Q8P8Z6|ZUPT_XANCP	34.884	172	99	5	139	300	88	256	9.86e-17	82.0
429	sp|Q8PKQ5|ZUPT_XANAC	32.258	248	146	9	67	300	17	256	3.46e-16	80.5
429	sp|B2UL32|ZUPT_AKKM8	31.481	270	146	10	63	307	13	268	3.90e-16	80.1
429	sp|Q3AU90|ZUPT_CHLCH	30.709	254	157	9	67	306	14	262	4.80e-16	79.7
429	sp|B3QP89|ZUPT_CHLP8	30.588	255	156	10	67	306	14	262	5.20e-16	79.7
429	sp|Q9K1H6|ZUPT_NEIMB	32.143	224	134	8	95	306	45	262	1.44e-15	78.6
429	sp|Q8DRY7|ZUPT_STRMU	31.746	252	161	6	63	306	10	258	1.54e-15	78.2
429	sp|A1KRK6|ZUPT_NEIMF	33.040	227	133	9	95	307	45	266	2.13e-15	78.2
429	sp|Q9JX23|ZUPT_NEIMA	33.040	227	133	9	95	307	45	266	2.13e-15	78.2
429	sp|Q9PIN2|ZUPT_CAMJE	30.712	267	146	11	72	304	21	282	4.06e-13	72.0
429	sp|B7LQB7|ZUPT_ESCF3	33.200	250	147	8	72	310	14	254	8.76e-13	70.5
429	sp|B1HYT6|ZUPT_LYSSC	29.644	253	162	8	67	306	14	263	9.71e-13	70.5
429	sp|P67470|ZUPT_SALTY	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|P67471|ZUPT_SALTI	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B4TVS2|ZUPT_SALSV	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|C0PYW1|ZUPT_SALPC	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|A9N5W7|ZUPT_SALPB	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B4T660|ZUPT_SALNS	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B5REE9|ZUPT_SALG2	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B5QZ27|ZUPT_SALEP	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B5FV58|ZUPT_SALDC	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|Q57JS2|ZUPT_SALCH	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B5F683|ZUPT_SALA4	35.519	183	104	5	72	249	14	187	1.88e-12	69.3
429	sp|B4TI40|ZUPT_SALHS	35.519	183	104	5	72	249	14	187	1.93e-12	69.3
429	sp|A4WEI1|ZUPT_ENT38	35.165	182	106	5	72	249	14	187	2.39e-12	69.3
429	sp|B5BG02|ZUPT_SALPK	37.500	160	86	5	95	249	37	187	2.85e-12	68.9
429	sp|Q5PMU9|ZUPT_SALPA	37.500	160	86	5	95	249	37	187	2.85e-12	68.9
429	sp|Q8XMG8|ZUPT_CLOPE	27.734	256	159	6	75	306	26	279	5.02e-12	68.6
429	sp|B7NJQ3|ZUPT_ECO7I	31.481	216	134	6	95	304	37	244	5.43e-12	68.2
429	sp|Q940Q3|ZTP29_ARATH	31.852	270	135	11	62	304	12	259	5.89e-12	68.2
429	sp|A9MPX1|ZUPT_SALAR	34.783	184	104	6	72	249	14	187	7.90e-12	67.8
429	sp|Q9C9Z1|ZTP50_ARATH	33.333	222	135	5	67	287	107	316	9.36e-12	68.9
429	sp|B7N0I9|ZUPT_ECO81	37.107	159	88	5	95	249	37	187	4.60e-11	65.5
429	sp|Q32BU5|ZUPT_SHIDS	34.615	182	107	5	72	249	14	187	4.92e-11	65.5
429	sp|Q3YXK1|ZUPT_SHISS	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B1LF36|ZUPT_ECOSM	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B6I411|ZUPT_ECOSE	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B7ND33|ZUPT_ECOLU	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|P0A8H3|ZUPT_ECOLI	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B1ISB7|ZUPT_ECOLC	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|P0A8H4|ZUPT_ECOL6	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|Q0TD62|ZUPT_ECOL5	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|A1AFW5|ZUPT_ECOK1	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|A8A4J6|ZUPT_ECOHS	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B1XG45|ZUPT_ECODH	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|C4ZQV8|ZUPT_ECOBW	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B7LZI9|ZUPT_ECO8A	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B5YR85|ZUPT_ECO5E	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|P0A8H5|ZUPT_ECO57	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B7LGI2|ZUPT_ECO55	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B7MAB7|ZUPT_ECO45	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|A7ZRS2|ZUPT_ECO24	37.107	159	88	5	95	249	37	187	5.90e-11	65.1
429	sp|B7UIV3|ZUPT_ECO27	37.107	159	88	5	95	249	37	187	6.62e-11	65.1
590	sp|P08956|T1RK_ECOLI	40.701	1199	642	23	8	1171	5	1169	0.0	837
590	sp|Q07736|T1RA_ECOLX	27.735	649	338	29	271	878	23	581	3.85e-37	154
590	sp|Q47281|T1RE_ECOLX	28.205	624	322	29	255	846	8	537	1.88e-36	152
590	sp|Q4A127|HSDR_STAS1	23.214	392	236	10	310	683	120	464	1.93e-12	75.5
590	sp|Q5HJH8|HSDR_STAAC	23.677	359	209	11	310	649	120	432	3.99e-11	71.2
596	sp|Q9V1E9|KTHY_PYRAB	39.073	151	76	5	3	138	4	153	3.10e-15	73.9
596	sp|B6YSZ4|KTHY_THEON	34.177	158	75	4	4	138	2	153	4.36e-12	65.5
596	sp|C6A0S1|KTHY_THESM	36.076	158	78	7	1	138	1	155	1.16e-11	64.3
599	sp|P06990|T1SB_ECOLX	35.794	447	271	5	4	436	19	463	4.31e-71	238
599	sp|P06187|T1S_SALTY	43.478	322	162	5	131	436	141	458	6.51e-69	232
599	sp|P05719|T1SK_ECOLI	48.013	302	140	8	145	436	159	453	5.28e-65	221
599	sp|P07990|T1S_SALPO	46.333	300	143	9	145	434	159	450	4.11e-57	200
599	sp|Q58926|Y1531_METJA	38.542	192	116	1	5	194	233	424	7.01e-33	133
599	sp|P06991|T1SD_ECOLX	54.331	127	58	0	310	436	307	433	1.89e-30	127
599	sp|P06991|T1SD_ECOLX	45.455	99	54	0	105	203	90	188	2.28e-17	88.2
